round,avg. scores
0,13.732814336000004
1,14.136809320960007
2,14.309975011840006
3,14.542083763200003
4,14.576683939840006
5,14.615575016960003
6,14.782568204800006
7,14.592191746560005
8,14.732445557760006
9,14.809841638400005
10,14.751665448960003
11,14.738257776640003
12,14.846235179520004
13,14.76884261376
14,14.902898772480004
15,14.814991813120006
16,14.839825715200003
17,14.858210792960005
18,14.835769751040004
19,14.850359142400004
20,14.889492262400003
21,14.833635353600005
22,14.874710346240002
23,14.850270791680003
24,14.829866242560005
25,14.868058629120005
26,14.877961630720003
27,14.800036846080008
28,14.791204203520005
29,14.891561925120005
30,14.841381416960004
31,14.846496335360007
32,14.840030855680004
33,14.762013045760005
34,14.882585024000004
35,14.801000501760004
36,14.842784811520005
37,14.847027491840004
38,14.900930900480006
39,14.871897187840005
40,14.834716177920004
41,14.879410698240005
42,14.878810511360005
43,14.858562780160005
44,14.89857701376
45,14.873598848000004
46,14.902579468800004
47,14.861826037760006
48,14.896767918080007
49,14.875454581760005
50,14.882199777280002
51,14.850528087040004
52,14.863741877760003
53,14.900933235200004
54,14.839883873280005
55,14.824435837440003
56,14.816295137280008
57,14.850011092480003
58,14.878417070080001
59,14.817783157760005
60,14.819260131840002
61,14.899015257600004
62,14.947077685760004
63,14.854819297280006
64,14.824950333440004
65,14.815773614080005
66,14.853379550720003
67,14.786831257600003
68,14.854700715520005
69,14.885382551040006
70,14.854770214400006
71,14.900969879040005
72,14.856773314560005
73,14.964201651200005
74,14.897204823040004
75,14.956439188480005
76,14.918262054400007
77,14.899411676160005
78,14.938250608640004
79,15.016634283520006
80,14.978981368320003
81,14.910366371840004
82,14.916592381440006
83,14.890168061440004
84,14.959819527680008
85,14.983472952320005
86,14.887990860800006
87,14.981010296320004
88,14.992636021760006
89,14.918465628160003
90,14.968986467840006
91,14.919512081920004
92,14.903722324480006
93,14.959690567680004
94,14.927562224640004
95,14.950879943680004
96,15.012315079680002
97,14.922935247360005
98,14.948558400000005
99,14.875193799680005
100,14.984649948160003
101,15.043067612160002
102,14.969024691200005
103,14.897743895040003
104,14.955107814400005
105,14.952350172160006
106,14.919033914880004
107,14.914361433600003
108,14.906728450560005
109,14.920911459840005
110,14.885436244480005
111,14.939530250240002
112,14.983462464000002
113,14.865808458240005
114,14.926707978240003
115,14.977823232000006
116,14.909722073600005
117,14.916795578880004
118,14.844809743360003
119,14.972262586880007
120,14.905742085120007
121,14.898956979200005
122,14.972599198720005
123,14.869702558720004
124,14.898035763200005
125,14.975491243520002
126,14.860290754560003
127,14.917566671360003
128,14.868891663360008
129,14.942708357120003
130,14.874323814400006
131,14.947607531520003
132,14.909588792320005
133,14.906889825280004
134,14.981739056640004
135,14.933373419520006
136,14.918119441920004
137,15.001968243200006
138,14.944065382400003
139,14.900475586560002
140,14.870047815680005
141,14.947665305600003
142,14.999722452480004
143,14.896843269120003
144,14.916454169600005
145,14.926761218560006
146,14.856322498560004
147,14.915997767680006
148,14.883771704320006
149,14.963568122880002
150,14.888060828160004
151,14.907581841920003
152,14.991743741440004
153,14.905719889920007
154,14.913200883200005
155,14.950029002240006
156,15.004491095040004
157,14.939709534720004
158,14.920795535360005
159,14.925156075520004
160,14.956753822720003
161,14.871877056000006
162,14.950765941760006
163,14.883382848000002
164,14.910645882880004
165,14.930873008640006
166,14.845169354240005
167,14.898859942400005
168,14.845121930240003
169,14.834763909120005
170,14.961735813120004
171,14.938428239360007
172,14.880640158720004
173,14.917476070400005
174,14.952150996480006
175,14.920840752640007
176,14.871766993920001
177,14.904310952960003
178,14.903707527680007
179,14.895962590720004
180,14.990015869440004
181,14.881480181760002
182,14.908628008960005
183,14.914637798400005
184,14.839088829440005
185,14.964920701440002
186,14.938895554560006
187,14.902488286720006
188,14.938323133440008
189,14.887459811840003
190,14.875299228160006
191,14.887998540800007
192,14.929720407040003
193,14.933869831680003
194,14.903351091200005
195,14.948165954560002
196,14.88890129152
197,14.954596526080001
198,14.961014000640006
199,14.946383016960004
