round,avg. scores
0,13.183031577600005
1,13.694165913600006
2,13.876701649920005
3,13.977348500480005
4,14.012113579520008
5,13.920711142400005
6,14.019535941120006
7,13.975568194560003
8,14.031876810240007
9,13.982148262400006
10,13.959877470720006
11,14.030086046720006
12,13.947605731840005
13,14.042498309120006
14,13.992339834880005
15,14.011283770880004
16,13.984374131200004
17,14.003581987840004
18,14.026480552960006
19,14.035217666560007
20,13.975761157120004
21,13.980807984640004
22,14.007782387200004
23,13.972479436800006
24,14.000536266240005
25,14.068182912000006
26,14.008388487680005
27,13.980620774400004
28,13.962255918080004
29,14.068584473600007
30,13.952007531520005
31,14.055742602240006
32,13.995471948800006
33,13.903038970880004
34,14.062346119680006
35,13.995380462080004
36,14.051356817920006
37,14.061109007360006
38,14.009680279040003
39,14.067594570240004
40,13.999103006720006
41,13.993762536960006
42,13.992879818240004
43,13.968115668480005
44,14.021903708160005
45,13.980129840640009
46,13.977311290880005
47,13.972368089600005
48,14.017598248960004
49,13.991706406400008
50,13.974129264640007
51,13.994303846400005
52,14.081549463040005
53,14.006727057920006
54,13.984559009280005
55,14.040244746240006
56,14.031361510400007
57,14.010924034560002
58,14.037144967680003
59,13.914199247360006
60,14.001875304960006
61,13.931628103680007
62,14.104900940800004
63,13.982858703360005
64,14.013456578560007
65,13.989002152960007
66,13.950740259840003
67,13.972508736000004
68,14.020529635840006
69,13.963658775040006
70,14.026548833280007
71,14.006317662720004
72,14.021673786880006
73,13.982062707200006
74,14.029424737280005
75,14.042803842560005
76,13.972792801280004
77,13.969382248960006
78,13.977370874880005
79,13.987067596800006
80,14.069304240640005
81,14.001845665280005
82,13.992646970880006
83,14.001681372160004
84,14.018209807360005
85,13.991258526720006
86,13.975726264320006
87,14.040103726080005
88,13.975563706880006
89,13.997461207040004
90,13.928737446400007
91,14.021198067200007
92,14.010438446080006
93,13.994089479680005
94,14.004362408960006
95,14.021171054080005
96,14.024094443520008
97,13.957680232960005
98,13.996607262720005
99,13.978592865280003
100,13.976227783680006
101,14.004365847040006
102,13.973632663040007
103,13.962256478720002
104,13.952316262400007
105,13.991789511680006
106,14.044267496960007
107,14.065193981440007
108,14.045001589760005
109,13.959314611200003
110,13.947674959360006
111,14.007472440320004
112,13.945740477440003
113,13.984209297920009
114,14.011805038080004
115,14.032659624960008
116,14.047981163520006
117,14.037594652160005
118,13.984178216960007
119,13.997190005760007
120,13.989227494400007
121,13.964348820480003
122,13.969690378240008
123,13.950312465920003
124,13.972007936000006
125,14.017491018240003
126,13.988670681600007
127,13.971184104960006
128,13.962466385920006
129,13.961590182400005
130,14.013113443840007
131,14.003760417280006
132,14.044473241600002
133,13.954168647680007
134,13.992275701760004
135,13.965934241280005
136,14.000448591360003
137,13.992285637120006
138,13.943841830400007
139,13.987965760000003
140,14.066365073920005
141,13.974788024320002
142,14.011460979200006
143,13.994379886080003
144,13.978503267840006
145,13.965188654080006
146,13.981480604160007
147,14.007928565760006
148,14.002114846720005
149,13.978749882880004
150,13.957639848960005
151,13.956044746240005
152,14.012795517440006
153,13.968118804480003
154,13.961600151040006
155,13.949644290560006
156,14.025452344320005
157,13.961075927040005
158,13.960892669440005
159,13.923828303360006
160,13.875608112640009
161,13.932500846080007
162,13.953967831040007
163,14.004087511040007
164,13.924610846720006
165,13.927092175360007
166,13.928019947520005
167,13.952241116160005
168,13.948699476480007
169,13.988425180160004
170,13.998423667200006
171,13.931552857600005
172,13.960673827840006
173,13.973702353920004
174,13.982763763200007
175,13.981705280000005
176,14.004065712640005
177,13.957546365440004
178,13.990234140160004
179,13.957999549440007
180,14.062561960960005
181,13.952825868800009
182,14.009132830720006
183,14.028588551680006
184,14.045252638720006
185,13.984992637440007
186,13.994656709120004
187,14.005278412800005
188,13.994094033920003
189,13.949557035520005
190,14.053865387520009
191,14.002349488640007
192,14.025979294720006
193,13.997832980480007
194,14.012950144000007
195,13.969922257920004
196,13.972254791680006
197,14.057158515200006
198,13.932131676160006
199,13.965050186240003
