round,avg. scores
0,19.137313164134138
1,19.688141445205304
2,19.920860627080856
3,20.19465152674445
4,19.898452620609607
5,20.0965755660889
6,20.40403658648984
7,20.417569027112734
8,20.205565914471794
9,20.48128331672125
10,20.47250114247867
11,20.489006305165624
12,20.464295460028744
13,20.239817219130465
14,20.2403211003882
15,20.068635501015386
16,20.233116112600932
17,20.376017720136637
18,20.260302623668196
19,20.308885988387264
20,20.23415698057109
21,20.28279962878031
22,20.352163879139134
23,20.3249480019482
24,20.274239634094528
25,20.018756226429293
26,20.203860303827575
27,20.14416246706031
28,20.1931850530482
29,20.17076407169281
30,20.35438697228242
31,20.170610585642027
32,20.542011734650934
33,20.406402468463984
34,20.091406532038434
35,20.06436597436304
36,20.325955769657888
37,20.199244548289293
38,20.23105201831101
39,20.080947431451637
40,20.037843583982028
41,20.297765805586714
42,20.251367116900543
43,20.04171112136453
44,20.194322343068432
45,20.253621584520857
46,20.1544396346364
47,19.839603445858668
48,20.032246493082496
49,20.177150757268354
50,20.23644602156148
51,20.218456711586875
52,20.15728808376914
53,20.13555340757523
54,20.227409383644762
55,20.10485959141023
56,20.18020545871476
57,20.34158716070898
58,20.29985540672882
59,20.0281656245132
60,20.234481513986793
61,20.303680472624684
62,20.12880005101359
63,20.33452403439203
64,20.34448055589828
65,20.21206008009984
66,20.24995553083945
67,20.38911225825734
68,20.137883018601713
69,20.107968090300933
70,20.282765477849843
71,20.200534313040542
72,20.278945178183978
73,20.284784175004763
74,20.2464361779257
75,20.207589565474215
76,20.4931079026357
77,20.33865621931859
78,20.227951306041636
79,20.2179213380082
80,20.426214020718355
81,20.145147601693274
82,20.203407625010463
83,20.309299709452652
84,20.646896668523432
85,20.042191302756947
86,20.474799602119685
87,20.1600733257332
88,20.504265084896012
89,20.16653046274929
90,20.250430608489918
91,20.535420945626715
92,20.34643494973695
93,20.349923140300465
94,20.48819841492351
95,20.3106592859889
96,20.453036034792575
97,20.476401075643984
98,20.441358149751558
99,20.55210290968953
100,20.27430150586367
101,20.432753184155153
102,20.346863485494374
103,20.401184558822262
104,20.32773709059742
105,20.30962858911492
106,20.67750647985476
107,20.514868667441327
108,20.34845388279265
109,20.40494125004953
110,20.448182611742418
111,20.25223222588781
112,20.342894235492416
113,20.101909137748045
114,20.097799004309056
115,20.046280119340153
116,20.268910853345698
117,20.24132974353351
118,20.174768884624292
119,20.2153286452207
120,20.05008051575414
121,20.547808571512256
122,20.08470262824148
123,20.293005035784763
124,20.122021437317265
125,20.422798998929608
126,20.280394109160074
127,20.39242958160695
128,20.380120963047965
129,20.24521417364421
130,20.412663387521793
131,20.170108226874607
132,20.381306104001244
133,20.225462792428043
134,20.44856673777203
135,20.184928906711086
136,20.470431333366793
137,20.31537156812726
138,20.44369197770398
139,20.34430483053695
140,20.482250589641716
141,20.086996846303276
142,20.321013239194606
143,20.44803811221742
144,20.235274301199524
145,20.20530133338906
146,20.54475534116664
147,20.625041435857575
148,20.191608122384842
149,20.475034144170774
150,20.573677962247807
151,20.398471211527028
152,20.257656918410934
153,20.2066754784525
154,20.27672102302726
155,20.069039754389138
156,20.420467588914136
157,20.12812771012984
158,20.236847985047028
159,20.249981880312028
160,20.42507805962445
161,20.44835306503656
162,20.14272065707008
163,20.229282073678355
164,20.315195879049373
165,20.299653713026714
166,20.293479964917886
167,20.51545456878812
168,20.354426458988986
169,20.322361686863747
170,20.22799286898453
171,20.35239344702843
172,20.424445105078277
173,19.939639215779916
174,20.284599323277263
