round,avg. scores
0,18.955860475021947
1,19.20615361746273
2,19.26536833896835
3,19.210190791672964
4,19.33187219002265
5,19.46111159697781
6,19.41697234184945
7,19.323996963558976
8,19.479640724443904
9,19.487862035618587
10,19.36519904888359
11,19.51614877424054
12,19.339087754224217
13,19.558717906788743
14,19.492710532217107
15,19.3713691739182
16,19.482407440958116
17,19.409396608499993
18,19.360744789972028
19,19.253359182261402
20,19.443737441775543
21,19.451018037446637
22,19.432088610592732
23,19.423786411623666
24,19.42146437886937
25,19.39077305777687
26,19.44498145914492
27,19.440980314014602
28,19.184144374718123
29,19.456553239051868
30,19.2895900466007
31,19.352527389944214
32,19.434926595919137
33,19.49337632619281
34,19.376372414359214
35,19.350513444685
36,19.407650537361327
37,19.367384310382885
38,19.52205697766734
39,19.413644547781868
40,19.276265044178196
41,19.391547384149373
42,19.42201389150187
43,19.25102031221679
44,19.261992669497182
45,19.4969945807964
46,19.417091658606637
47,19.305254515066714
48,19.385924402194057
49,19.543368220888745
50,19.20075736566468
51,19.251276063545696
52,19.422859824789995
53,19.53085645483195
54,19.38958191608765
55,19.426333029937418
56,19.34598220378023
57,19.571437482855153
58,19.46372435182187
59,19.372592892728665
60,19.498794487902025
61,19.40875369729476
62,19.552746307897962
63,19.472376477217885
64,19.46969642851726
65,19.51449687058867
66,19.396758229615852
67,19.208644619576717
68,19.462659971667495
69,19.234549891397652
70,19.498276243457653
71,19.312974154071327
72,19.46249005461531
73,19.57265373827273
74,19.406481535984216
75,19.495292243667183
76,19.336525768763824
77,19.37290375248851
78,19.57482887896898
79,19.341548160470307
80,19.468417396951324
81,19.442073766890385
82,19.465280537277415
83,19.4518738893914
84,19.6146829004564
85,19.425406038094685
86,19.353241408231405
87,19.66712353462062
88,19.21502097908023
89,19.414114174195383
90,19.299736266206402
91,19.415561924812184
92,19.47249253690726
93,19.354120310481637
94,19.483922760572263
95,19.330396125145462
96,19.391592783667967
97,19.34519041433773
98,19.499684437888277
99,19.393786713420074
100,19.406763940783744
101,19.519763981690232
102,19.400668865814684
103,19.32746636003109
104,19.39931360643562
105,19.414942117908044
106,19.466093269801014
107,19.34279917988953
108,19.193734803347418
109,19.430747623644134
110,19.34952936612234
111,19.384337715787495
112,19.436706035488513
113,19.43204348165804
114,19.25673447196406
115,19.445270266925153
116,19.424991844128748
117,19.379180618898978
118,19.35185909901984
119,19.413311854432102
120,19.45204564436578
121,19.355571565209527
122,19.51940385399367
123,19.442993555571014
124,19.4018943161489
125,19.347557255209527
