round,avg. scores
0,39.97352195197722
1,40.570458594220945
2,41.217337487018426
3,41.15827220129546
4,41.14460247246186
5,41.33482247338374
6,41.08438264728515
7,41.31298887320247
8,41.35334848946002
9,41.28259320218371
10,41.22094154320328
11,41.184151580062625
12,41.25155744560389
13,41.32821481761639
14,41.28730323447081
15,41.36707655046046
16,41.30455338948067
17,41.12689712225613
18,41.21150972842996
19,41.181606891039664
20,41.350461476351924
21,41.374067068387134
22,41.23874166689942
23,41.29170578739943
24,41.22560333137982
25,41.40920012802103
26,41.36010847097585
27,41.35115503356841
28,41.30722965768844
29,41.4723078585445
30,41.27236690685091
31,41.299503904129836
32,41.491702632290895
33,41.31929747760438
34,41.36513569277288
35,41.124853200093085
36,41.32875603702586
37,41.28400599308553
38,41.34901157976877
39,41.39113280698267
40,41.29938980663828
41,41.36926785510833
42,41.143752563964924
43,41.30502654252131
44,41.28674954481001
45,41.286351857858435
46,41.388192717860214
47,41.44875332373836
48,41.345467513010526
49,41.36705259121171
50,41.3142843109431
51,41.34365175238662
52,41.41562348090263
53,41.537075914045765
54,41.32331564574588
55,41.255382822301655
56,41.25219459869841
57,41.159574336704075
58,41.36013072344305
59,41.28784724772279
60,41.28311357340915
61,41.335755053061064
62,41.47221519646051
63,41.27409599019111
64,41.299206199311485
65,41.3241435696001
66,41.45231905809213
67,41.349541023637926
68,41.31091982711937
69,41.192903793236525
70,41.30812722692696
71,41.13869687001462
72,41.29396018668048
73,41.409328960076664
74,41.30536708024238
75,41.29647182041566
76,41.34713546309903
77,41.40471068744537
78,41.293087553198596
79,41.271392528944716
80,41.22112008251286
81,41.34643700209939
82,41.40133251686494
83,41.34464600376917
84,41.39682416503695
85,41.413184316830325
86,41.432523655222965
87,41.350097912789884
88,41.326503706094044
89,41.356508219767
90,41.36200596200159
91,41.349214284211975
92,41.38454761161918
93,41.4212772969601
94,41.202924245283704
95,41.33058360726679
96,41.282105852643596
97,41.51332994884681
98,41.394870764683354
99,41.413882487253446
100,41.444691570196596
101,41.3542145900932
102,41.26982041468379
103,41.367542101378355
104,41.46943558637763
105,41.37455892871266
106,41.262901750764534
107,41.3367754028208
108,41.422500869751914
109,41.37080146517954
110,41.41108119065166
111,41.36100980766342
112,41.250666814891915
113,41.308319838151874
114,41.38353672898471
115,41.25557211557968
116,41.27161211733061
117,41.292819967729464
118,41.3567395797928
119,41.35457320440165
120,41.3160118704845
121,41.30563527220187
122,41.38549628400352
123,41.343030397865355
124,41.37071163712521
125,41.3958693902592
126,41.294040077095865
127,41.30009323143244
128,41.234982825399285
129,41.32052681251706
130,41.25299598482216
131,41.270908752783825
132,41.32958593469458
133,41.444535402380595
134,41.34215589385426
135,41.29169770145516
136,41.21883569766402
137,41.14898312841422
138,41.35065466989018
139,41.40811488302934
140,41.36556032681209
141,41.374317352156346
142,41.187843292374495
143,41.235883587287006
144,41.40273841189347
145,41.210599969229364
146,41.26979808320807
147,41.29891268494826
148,41.47337585199548
149,41.33431829537313
150,41.337954033116254
151,41.33384459979227
152,41.27270489494211
153,41.35868598934225
154,41.34223968681497
155,41.23245361083328
156,41.39935434021787
157,41.19754007177882
158,41.21941810264827
159,41.35192787237743
160,41.52231332549151
161,41.25315603249322
162,41.2992037912462
163,41.37259722860727
164,41.40564369449884
165,41.334500780323
166,41.378566175218296
167,41.36496067521007
168,41.44105356613646
169,41.20979948896678
170,41.342305353221306
171,41.36210638627044
172,41.28411152721479
173,41.25219569052046
174,41.35046974266679
175,41.32361858263865
176,41.37411369607759
177,41.35322837014166
178,41.37414709388496
179,41.376280825195735
180,41.21648891617604
181,41.24359426787587
182,41.3525157456437
183,41.37161298078338
184,41.19604994163781
185,41.3955786544104
186,41.31745003403148
187,41.259492885803375
188,41.45112473140614
189,41.479965306135796
190,41.52960710830867
191,41.349875901049025
192,41.408124824878776
193,41.28516548094352
194,41.435420640857366
195,41.42863045659065
196,41.22597904207632
197,41.299613595252566
198,41.156480914414786
199,41.242554696753665
